director_name,Alma mater,Notes,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Anne Fletcher,NaN,woman,155,87,98,253,Richard T. Jones,472,34507079,"['Action', 'Comedy', 'Crime']",Jim Gaffigan,Hot Pursuit ,34948,1679,Michael Mosley,2,danger|drug cartel|female cop|female police officer|fugitive,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1,118,English,USA,PG-13,35000000,2015,328,5.1,2.35,0
Taylor Hackford,University of Southern California,,224,118,138,458,Clifton Collins Jr.,26000,17609982,"['Action', 'Crime', 'Romance', 'Thriller']",Jason Statham,Parker ,90046,28479,Wendell Pierce,0,action hero|disguise|hospital|real estate agent|thief,http://www.imdb.com/title/tt1904996/?ref_=fn_tt_tt_1,141,English,USA,R,35000000,2013,968,6.2,2.35,17000
Terrence Malick,Harvard University,,584,139,0,687,Tye Sheridan,11000,13303319,"['Drama', 'Fantasy']",Brad Pitt,The Tree of Life ,136367,13021,Fiona Shaw,0,1950s|children|ice cube|texas|waco texas,http://www.imdb.com/title/tt0478304/?ref_=fn_tt_tt_1,975,English,USA,PG-13,32000000,2011,1000,6.7,1.85,39000
David Ayer,NaN,,233,109,453,120,Martin Donovan,1000,10499968,"['Action', 'Crime', 'Drama', 'Thriller']",Mireille Enos,Sabotage ,47498,1458,Maurice Compte,3,dea|drug cartel|kicked in the crotch|strip club|tough girl,http://www.imdb.com/title/tt1742334/?ref_=fn_tt_tt_1,212,English,USA,R,35000000,2014,206,5.7,1.85,10000
Robert Zemeckis,University of Southern California,,335,123,0,6,Soleyman Pierini,23000,10137502,"['Adventure', 'Biography', 'Drama', 'Thriller']",Joseph Gordon-Levitt,The Walk ,77394,23031,Jade Kindar-Martin,0,1970s|based on true story|new york city|skyscraper|tightrope walker,http://www.imdb.com/title/tt3488710/?ref_=fn_tt_tt_1,195,English,USA,PG,35000000,2015,22,7.4,2.35,24000
Wes Ball,Florida State University,,297,113,47,129,Aml Ameen,988,102413606,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Ki Hong Lee,The Maze Runner ,310903,1783,Jacob Latimore,0,based on novel|concrete wall|maze|open ended|teenage boy,http://www.imdb.com/title/tt1790864/?ref_=fn_tt_tt_1,524,English,USA,PG-13,34000000,2014,149,6.8,2.35,38000
Ken Scott,"Montreal, Canada",,90,91,31,141,June Diane Raphael,1000,10214013,['Comedy'],Tom Wilkinson,Unfinished Business ,23072,1564,Melissa McMeekin,2,business trip|company|glory hole|male frontal nudity|male nudity,http://www.imdb.com/title/tt2358925/?ref_=fn_tt_tt_1,89,English,USA,R,35000000,2015,249,5.4,2.35,0
Simon West,NaN,,98,96,165,566,Mark Valley,12000,183125,"['Action', 'Crime', 'Drama', 'Thriller']",Nicolas Cage,Stolen ,36914,14978,Sami Gayle,1,bank|money|presumed dead|rescue|thief,http://www.imdb.com/title/tt1656186/?ref_=fn_tt_tt_1,86,English,USA,R,35000000,2012,774,5.5,2.35,0
George Tillman Jr.,Columbia College Hollywood ,,117,128,88,954,Melissa Benoist,989,37432299,"['Drama', 'Romance']",Tiago Riani,The Longest Ride ,50041,3386,Hayley Lovitt,0,1940s|art collector|bull riding|north carolina|student,http://www.imdb.com/title/tt2726560/?ref_=fn_tt_tt_1,116,English,USA,PG-13,34000000,2015,970,7.1,2.35,23000
Gabriele Muccino,NaN,,135,105,125,2000,Dennis Quaid,18000,13101142,"['Comedy', 'Romance', 'Sport']",Gerard Butler,Playing for Keeps ,23916,23122,Judy Greer,5,coach|soccer|soccer coach|soccer mom|soccer team,http://www.imdb.com/title/tt1540128/?ref_=fn_tt_tt_1,50,English,USA,PG-13,35000000,2012,2000,5.7,2.35,0
Chris Gorak,Tulane University,,195,89,21,48,Veronika Vernadskaya,614,21426805,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",Max Minghella,The Darkest Hour ,49312,843,Dato Bakhtadze,0,alien|aurora borealis|critically bashed|killing an animal|nightclub,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1,211,English,USA,PG-13,30000000,2011,150,4.9,2.35,0
Scott Speer,University of Southern California,,121,99,35,433,Stephen Boss,3000,35057332,"['Drama', 'Music', 'Romance']",Ryan Guzman,Step Up Revolution ,45394,4863,Misha Gabriel Hamilton,0,3 dimensional|dance|dancer|dancing|flash mob,http://www.imdb.com/title/tt1800741/?ref_=fn_tt_tt_1,72,English,USA,PG-13,33000000,2012,594,6.5,2.35,19000
Boaz Yakin,New York University,,258,94,132,317,Reggie Lee,26000,17120019,"['Action', 'Crime', 'Thriller']",Jason Statham,Safe ,83097,27759,Robert John Burke,2,bodyguard|gang war|russian|russian mafia|triad,http://www.imdb.com/title/tt1656190/?ref_=fn_tt_tt_1,134,English,USA,R,30000000,2012,828,6.5,2.35,12000
Paul Feig,Wayne State University ,,371,131,176,460,Wendi McLendon-Covey,722,169076745,"['Comedy', 'Romance']",Matt Lucas,Bridesmaids ,218711,3229,Steve Bannos,6,best friend|failure|food|job|partial female nudity,http://www.imdb.com/title/tt1478338/?ref_=fn_tt_tt_1,485,English,USA,R,32500000,2011,655,6.8,2.35,27000
Evan Goldberg,McGill University,,418,107,133,9000,James Franco,17000,101470202,"['Comedy', 'Fantasy']",Channing Tatum,This Is the End ,310540,38751,Emma Watson,6,apocalypse|celebrity|ensemble cast|party|rapture,http://www.imdb.com/title/tt1245492/?ref_=fn_tt_tt_1,669,English,USA,R,32000000,2013,11000,6.7,2.35,97000
Justin Zackham,New York University,,133,89,16,2000,Robert De Niro,49000,21784432,['Comedy'],Robin Williams,The Big Wedding ,37493,74181,Topher Grace,8,adoption|divorce|family relationships|farce|wedding,http://www.imdb.com/title/tt1931435/?ref_=fn_tt_tt_1,108,English,USA,R,35000000,2013,22000,5.6,2.35,0
John Whitesell,Simpson College,,88,113,14,534,Tony Curran,918,37911876,"['Action', 'Comedy', 'Crime']",Brandon T. Jackson,"Big Mommas: Like Father, Like Son ",19671,3500,Portia Doubleday,2,fbi agent|murder|performing arts school|scene during end credits|undercover,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,47,English,USA,PG-13,32000000,2011,845,4.4,2.35,0
Duncan Jones,Vanderbilt University,,522,93,0,355,Cas Anvar,15000,54696902,"['Mystery', 'Sci-Fi', 'Thriller']",Jake Gyllenhaal,Source Code ,379462,16034,Russell Peters,3,bomber|time|time loop|train|trapped in a time loop,http://www.imdb.com/title/tt0945513/?ref_=fn_tt_tt_1,571,English,USA,PG-13,32000000,2011,491,7.5,1.85,56000
Don Scardino,NaN,,260,100,35,7000,Olivia Wilde,12000,22525921,['Comedy'],Steve Buscemi,The Incredible Burt Wonderstone ,60596,32094,Steve Carell,4,magic|magic kit|magician|stage magician|vegas,http://www.imdb.com/title/tt0790628/?ref_=fn_tt_tt_1,158,English,USA,PG-13,30000000,2013,10000,5.9,2.35,13000
Robert Zemeckis,University of Southern California,,449,138,0,874,Bruce Greenwood,18000,93749203,"['Drama', 'Thriller']",Denzel Washington,Flight ,264047,20952,Nadine Velazquez,0,airline|flight|flight attendant|lawyer|pilot,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,491,English,USA,R,31000000,2012,984,7.3,2.35,64000
Wes Anderson,"University of Texas, Austin",,536,99,0,670,Tom Wilkinson,13000,59073773,"['Adventure', 'Comedy', 'Crime', 'Drama']",Bill Murray,The Grand Budapest Hotel ,475518,15082,F. Murray Abraham,0,first person narration|hotel|lobby boy|mentor protege relationship|painting,http://www.imdb.com/title/tt2278388/?ref_=fn_tt_tt_1,644,English,USA,R,25000000,2014,1000,8.1,1.37,149000
Paul Feig,Wayne State University ,,464,116,176,322,Kate McKinnon,783,118099659,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",Ed Begley Jr.,Ghostbusters ,69790,2097,Zach Woods,4,ghost|ghostbuster|ghostbusters|male objectification|reboot,http://www.imdb.com/title/tt1289401/?ref_=fn_tt_tt_1,1211,English,USA,PG-13,144000000,2016,370,5.5,2.35,62000
John Francis Daley,NaN,,204,99,0,816,Norman Reedus,26000,58879132,"['Adventure', 'Comedy']",Chris Hemsworth,Vacation ,66123,40312,Beverly D'Angelo,4,amusement park|dysfunctional family|road trip|sequel|vacation,http://www.imdb.com/title/tt1524930/?ref_=fn_tt_tt_1,219,English,USA,R,31000000,2015,12000,6.1,2.35,28000
Michael Sucsy,Georgetown University,,214,104,23,281,Lucas Bryant,17000,125014030,"['Drama', 'Romance']",Channing Tatum,The Vow ,145852,18322,Dillon Casey,0,car accident|life support|memory loss|trauma|voice recording,http://www.imdb.com/title/tt1606389/?ref_=fn_tt_tt_1,164,English,USA,PG-13,30000000,2012,359,6.8,2.35,32000
Lee Daniels,Lindenwood University,,304,132,304,898,David Oyelowo,15000,116631310,"['Biography', 'Drama']",Alex Pettyfer,Lee Daniels' The Butler ,87665,20035,Vanessa Redgrave,0,butler|civil rights|hotel|president|white house,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1,323,English,USA,PG-13,30000000,2013,1000,7.2,1.85,41000
Jonathan Levine,Brown University,,452,98,129,7,Vincent Leclerc,303,66359959,"['Comedy', 'Horror', 'Romance']",Cory Hardrict,Warm Bodies ,184641,337,Daniel Rindress-Kay,0,fight|memory|teenager|undead|zombie,http://www.imdb.com/title/tt1588173/?ref_=fn_tt_tt_1,326,English,USA,PG-13,35000000,2013,18,6.9,2.35,81000
Rian Johnson,University of Southern California,,589,119,0,502,Bruce Willis,23000,66468315,"['Action', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",Joseph Gordon-Levitt,Looper ,428916,37387,Tracie Thoms,0,chase|future|surprise ending|time loop|time travel,http://www.imdb.com/title/tt1276104/?ref_=fn_tt_tt_1,667,English,USA,R,30000000,2012,13000,7.4,2.35,75000
David Frankel,Harvard University,,234,100,64,329,Steve Carell,11000,63536011,"['Comedy', 'Drama', 'Romance']",Meryl Streep,Hope Springs ,34258,19420,Jean Smart,2,couple|intimacy|marriage|marriage counseling|middle age couple,http://www.imdb.com/title/tt1535438/?ref_=fn_tt_tt_1,178,English,USA,PG-13,30000000,2012,7000,6.3,2.35,0
Denis Villeneuve,"Montreal, Canada",,478,121,777,219,Bernardo Saracino,455,46875468,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Edgar Arreola,Sicario ,196217,1467,Daniel Kaluuya,2,critically acclaimed|drug cartel|juarez mexico|u.s. mexico border|war on drugs,http://www.imdb.com/title/tt3397884/?ref_=fn_tt_tt_1,461,English,USA,R,30000000,2015,221,7.6,2.39,59000
Antoine Fuqua,West Virginia University,,305,124,845,424,50 Cent,15000,52418902,"['Drama', 'Sport']",Jake Gyllenhaal,Southpaw ,147128,16881,Oona Laurence,0,boxer|boxing training|death of wife|male in shower|rage,http://www.imdb.com/title/tt1798684/?ref_=fn_tt_tt_1,277,English,USA,R,30000000,2015,1000,7.5,2.35,44000
Lee Toland Krieger,University of Southern California,,214,112,43,1000,Michiel Huisman,11000,42478175,"['Drama', 'Fantasy', 'Romance']",Harrison Ford,The Age of Adaline ,93767,15327,Ellen Burstyn,1,hit by a pickup truck|immortality|paramedic|resuscitation|san francisco california,http://www.imdb.com/title/tt1655441/?ref_=fn_tt_tt_1,209,English,USA,PG-13,25000000,2015,2000,7.2,2.35,34000
Drew Goddard,University of Colorado at Boulder,,634,95,246,751,Bradley Whitford,26000,42043633,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Chris Hemsworth,The Cabin in the Woods ,277172,29551,Kristen Connolly,0,cabin in the woods|dark humor|hatchet|killed in an elevator|robot,http://www.imdb.com/title/tt1259521/?ref_=fn_tt_tt_1,986,English,USA,R,30000000,2012,821,7,2.35,66000
Joe Wright,"Central St Martins, UK",,417,111,456,21,Vicky Krieps,157,40247512,"['Action', 'Drama', 'Thriller']",Jessica Barden,Hanna ,159198,257,John Macmillan,0,assassin|female warrior|martial arts|playground|training,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,438,English,USA,PG-13,30000000,2011,33,6.8,2.35,38000
Tom Hanks,"California State University, Sacramento",,218,98,15000,392,Rob Riggle,15000,35565975,"['Comedy', 'Drama', 'Romance']",Tom Hanks,Larry Crowne ,49205,16827,Randall Park,0,bus stop|college|community college|scooter|speech class,http://www.imdb.com/title/tt1583420/?ref_=fn_tt_tt_1,184,English,USA,PG-13,30000000,2011,839,6.1,2.35,0
Kimberly Peirce,University of Chicago,woman,359,100,108,534,Judy Greer,17000,35266619,"['Drama', 'Fantasy', 'Horror']",Chloë Grace Moretz,Carrie ,108242,20051,Portia Doubleday,1,outcast|prom|self injury|telekinesis|tragic event,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,371,English,USA,R,30000000,2013,2000,5.9,2.35,39000
Steven Soderbergh,University Labaratory School,,450,106,0,273,David Costabile,17000,32154410,"['Crime', 'Drama', 'Thriller']",Channing Tatum,Side Effects ,148327,18469,Katie Lowes,0,clinical trial|female protagonist|neuropharmacology|psychiatrist|side effect,http://www.imdb.com/title/tt2053463/?ref_=fn_tt_tt_1,274,English,USA,R,30000000,2013,681,7.1,1.85,29000
Stephen J. Anderson,California Institute of the Arts,,162,63,15,69,Robert Lopez,759,26687172,"['Adventure', 'Animation', 'Comedy', 'Family', 'Musical']",Craig Ferguson,Winnie the Pooh ,15600,1002,Huell Howser,0,disney|owl|rabbit|sequel|tiger,http://www.imdb.com/title/tt1449283/?ref_=fn_tt_tt_1,55,English,USA,G,30000000,2011,73,7.3,1.85,0
Tate Taylor,University of Mississippi,,165,139,150,400,Josh Hopkins,521,30513940,"['Biography', 'Drama', 'Music']",Tika Sumpter,Get on Up ,15843,2060,Aunjanue Ellis,0,1970s|1980s|african american|breaking the fourth wall|mother son relationship,http://www.imdb.com/title/tt2473602/?ref_=fn_tt_tt_1,104,English,USA,PG-13,30000000,2014,491,6.9,1.85,11000
Scott Derrickson,Biola University,,242,118,301,897,Dorian Missick,2000,30523568,"['Horror', 'Mystery', 'Thriller']",Olivia Munn,Deliver Us from Evil ,54447,5697,Edgar Ramírez,0,confession|demonic possession|exorcism|flickering light|priest,http://www.imdb.com/title/tt2377322/?ref_=fn_tt_tt_1,201,English,USA,R,30000000,2014,1000,6.2,2.35,18000
Alister Grierson,Australia,,244,108,24,653,Rhys Wakefield,2000,23070045,"['Adventure', 'Drama', 'Thriller']",Ioan Gruffudd,Sanctum ,47003,3892,Richard Roxburgh,0,cave|expedition|panic|rebreather|underwater,http://www.imdb.com/title/tt0881320/?ref_=fn_tt_tt_1,215,English,USA,R,30000000,2011,942,5.9,1.85,11000
Nicholas Stoller,Harvard University,,232,131,89,372,Jacki Weaver,2000,28644770,"['Comedy', 'Romance']",Alison Brie,The Five-Year Engagement ,78974,3479,David Paymer,2,kissing while having sex|kitchen|reference to princess diana|wedding band|wedding ring,http://www.imdb.com/title/tt1195478/?ref_=fn_tt_tt_1,141,English,USA,R,30000000,2012,401,6.2,1.85,11000
Craig Gillespie,School of Visual Arts,,358,106,44,133,Reid Ewing,596,18298649,"['Comedy', 'Horror']",Grace Phipps,Fright Night ,85024,1393,Sandra Vergara,1,neighbor|remake|suburb|teenager|vampire,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,242,English,USA,R,30000000,2011,343,6.4,1.85,23000
Jee-woon Kim,Korea,,376,107,419,165,James Burnett,971,12026670,"['Action', 'Crime', 'Thriller']",Zach Gilford,The Last Stand ,114241,1643,Christiana Leucas,2,deputy|escape|fbi|modern western|sheriff,http://www.imdb.com/title/tt1549920/?ref_=fn_tt_tt_1,258,English,USA,R,45000000,2013,236,6.4,2.35,24000
Mike Disa,Northern Illinois University,,77,86,6,843,Phil LaMarr,1000,10134754,"['Animation', 'Comedy', 'Family']",Amy Poehler,Hoodwinked Too! Hood vs. Evil ,9682,5393,Cheech Marin,0,3 dimensional|box office flop|critically bashed|red riding hood|wolf,http://www.imdb.com/title/tt0844993/?ref_=fn_tt_tt_1,38,English,USA,PG,30000000,2011,857,4.8,1.85,0
Brad Furman,New York University,,184,88,65,681,John Heard,3000,19316646,"['Crime', 'Thriller']",Justin Timberlake,Runner Runner ,52069,5706,David Costabile,3,costa rica|fbi agent|gambling|money|online gambling,http://www.imdb.com/title/tt2364841/?ref_=fn_tt_tt_1,95,English,USA,R,30000000,2013,697,5.6,2.35,0
Niels Arden Oplev,Denmark,,217,118,76,174,Isabelle Huppert,3000,10880926,"['Action', 'Crime', 'Drama', 'Thriller']",Dominic Cooper,Dead Man Down ,54147,4253,James Biberi,2,crime lord|dead body|dead body in a freezer|new york city|truck explosion,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,127,English,USA,R,30000000,2013,678,6.5,2.35,0
Marc Forster,New York University,,134,129,395,313,Madeline Carroll,18000,537580,"['Action', 'Biography', 'Crime', 'Drama']",Gerard Butler,Machine Gun Preacher ,52972,19620,Kathy Baker,1,africa|biker|church|orphanage|preacher,http://www.imdb.com/title/tt1586752/?ref_=fn_tt_tt_1,124,English,USA,R,30000000,2011,1000,6.8,2.35,21000
Elizabeth Banks,University of Pennsylvania,,221,115,0,751,Birgitte Hjort Sørensen,10000,183436380,"['Comedy', 'Music']",Anna Kendrick,Pitch Perfect 2 ,97697,13159,Hana Mae Lee,8,2010s|a cappella|box office hit|second part|sequel,http://www.imdb.com/title/tt2848292/?ref_=fn_tt_tt_1,185,English,USA,PG-13,29000000,2015,1000,6.5,1.85,40000
Ben Falcone,University of Illinois at Urbana-Champaign,,154,99,265,265,Tyler Labine,22000,63034755,['Comedy'],Peter Dinklage,The Boss ,16984,23562,Ben Falcone,1,business|girl scouts|orphanage|overweight woman|quitting a job,http://www.imdb.com/title/tt2702724/?ref_=fn_tt_tt_1,96,English,USA,R,29000000,2016,779,5.3,1.85,0
F. Gary Gray,NaN,,349,167,473,303,Neil Brown Jr.,559,161029270,"['Biography', 'Crime', 'Drama', 'History', 'Music']",Aldis Hodge,Straight Outta Compton ,119928,2702,R. Marcos Taylor,0,concert|gangsta rap|hip hop|nwa|rap music,http://www.imdb.com/title/tt1398426/?ref_=fn_tt_tt_1,331,English,USA,R,28000000,2015,427,7.9,2.35,76000
Adam McKay,NaN,,426,130,285,767,Christian Bale,33000,70235322,"['Biography', 'Comedy', 'Drama', 'History']",Ryan Gosling,The Big Short ,182983,57308,Charlie Talbert,4,bank|banking|finance|fraud|mortgage,http://www.imdb.com/title/tt1596363/?ref_=fn_tt_tt_1,374,English,USA,R,28000000,2015,23000,7.8,2.35,99000
Jon Turteltaub,Wesleyan University,,222,105,226,966,Morgan Freeman,22000,63910583,"['Comedy', 'Romance']",Robert De Niro,Last Vegas ,106755,35694,Romany Malco,2,bachelor party|bloody mary the drink|bouncer|brooklyn new york city|vegas,http://www.imdb.com/title/tt1204975/?ref_=fn_tt_tt_1,173,English,USA,PG-13,28000000,2013,11000,6.6,2.35,27000
Lasse Hallström,NaN,,184,115,529,325,Noah Lomax,576,71346930,"['Drama', 'Romance', 'Thriller']",David Lyons,Safe Haven ,78008,1554,Mimi Kirkland,0,abusive husband|chick flick|north carolina|secret|widower,http://www.imdb.com/title/tt1702439/?ref_=fn_tt_tt_1,160,English,USA,PG-13,28000000,2013,447,6.7,2.35,23000
Miguel Arteta,Wesleyan University,,119,81,44,3000,Steve Carell,35000,66950483,"['Comedy', 'Family']",Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day ",29738,47677,Jennifer Garner,6,bad day|based on book|birthday|job interview|long title,http://www.imdb.com/title/tt1698641/?ref_=fn_tt_tt_1,85,English,USA,PG,28000000,2014,7000,6.2,2.39,12000
McG,"University of California, Irvine",,211,123,368,114,Richard Sammel,933,30688364,"['Action', 'Drama', 'Thriller']",Connie Nielsen,3 Days to Kill ,69355,1286,Tómas Lemarquis,0,cancer|estranged wife|leather dress|spy|terrorist,http://www.imdb.com/title/tt2172934/?ref_=fn_tt_tt_1,211,English,USA,PG-13,28000000,2014,194,6.2,2.35,10000
David Gordon Green,University of North Carolina  ,,125,107,234,660,Zoe Kazan,1000,6998324,"['Comedy', 'Drama']",Dominic Flores,Our Brand Is Crisis ,11476,3944,Scoot McNairy,2,bolivia|box office flop|inspired by documentary|presidential campaign|year 2002,http://www.imdb.com/title/tt1018765/?ref_=fn_tt_tt_1,50,English,USA,R,28000000,2015,962,6.1,1.85,0
Burr Steers,New York University,,225,108,23,845,Bella Heathcote,2000,10907291,"['Action', 'Horror', 'Romance']",Matt Smith,Pride and Prejudice and Zombies ,23775,4710,Sam Riley,0,based on novel|damsel in distress|deception|england|zombie,http://www.imdb.com/title/tt1374989/?ref_=fn_tt_tt_1,134,English,USA,PG-13,28000000,2016,860,5.8,2.35,73000
Jeff Wadlow,Dartmouth College,,350,103,65,405,Donald Faison,17000,28751715,"['Action', 'Comedy', 'Crime']",Chloë Grace Moretz,Kick-Ass 2 ,202967,19168,Augustus Prew,0,hit in the crotch|kicked in the crotch|punched in the crotch|sparring|superhero,http://www.imdb.com/title/tt1650554/?ref_=fn_tt_tt_1,378,English,USA,R,28000000,2013,927,6.6,2.35,36000
Todd Graff,Purchase College,,98,118,650,715,Jeremy Jordan,1000,30920167,"['Comedy', 'Music']",Dolly Parton,Joyful Noise ,6476,3389,Jesse L. Martin,4,bare chested male|chips|two word title,http://www.imdb.com/title/tt1710396/?ref_=fn_tt_tt_1,71,English,USA,PG-13,25000000,2012,773,5.7,2.35,0
Robert Rodriguez,"University of Texas, Austin",,76,89,0,640,Joel McHale,2000,38536376,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Alexa PenaVega,Spy Kids: All the Time in the World in 4D ,15866,4311,Daryl Sabara,5,2010s|3 dimensional|breath holding contest|child spy|spy,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1,83,English,USA,PG,27000000,2011,734,3.6,1.85,0
Jodie Foster,Yale University,,268,98,0,638,Jack O'Connell,8000,41008532,"['Crime', 'Drama', 'Thriller']",Julia Roberts,Money Monster ,19611,10894,Chris Bauer,1,death|hostage|money|shot in the chest|shot in the heart,http://www.imdb.com/title/tt2241351/?ref_=fn_tt_tt_1,103,English,USA,R,27000000,2016,698,6.7,2.35,0
Scott Frank,"University of California, Santa Barbara",,253,114,71,313,Boyd Holbrook,14000,25977365,"['Crime', 'Drama', 'Mystery', 'Thriller']",Liam Neeson,A Walk Among the Tombstones ,87950,15428,David Harbour,0,drug dealer|ex cop|murder of wife|revenge|violence,http://www.imdb.com/title/tt0365907/?ref_=fn_tt_tt_1,207,English,USA,R,28000000,2014,439,6.5,2.35,15000
Michael Bay,Wesleyan University,,335,129,0,385,Larry Hankin,12000,49874933,"['Comedy', 'Crime', 'Drama']",Dwayne Johnson,Pain & Gain ,161168,13573,Michael Rispoli,4,american dream|bodybuilder|money|punch into the camera|reference to julia roberts,http://www.imdb.com/title/tt1980209/?ref_=fn_tt_tt_1,287,English,USA,R,26000000,2013,412,6.5,2.35,43000
Garry Marshall,NaN,,200,113,0,307,Common,22000,54540525,"['Comedy', 'Romance']",Robert De Niro,New Year's Eve ,66579,23456,Seth Meyers,15,expecting|kiss|new year|new year's eve|singer,http://www.imdb.com/title/tt1598822/?ref_=fn_tt_tt_1,134,English,USA,PG-13,56000000,2011,988,5.7,1.85,20000
James McTeigue,Australia ,,265,110,160,427,Dave Legeno,771,16005978,"['Crime', 'Mystery', 'Thriller']",Pam Ferris,The Raven ,72886,2356,Kevin McNally,1,mask|murder|newspaper|poem|serial killer,http://www.imdb.com/title/tt1486192/?ref_=fn_tt_tt_1,190,English,USA,R,26000000,2012,570,6.4,2.35,35000
Tarsem Singh,ArtCenter College of Design,,178,117,763,523,Derek Luke,16000,12276810,"['Action', 'Mystery', 'Sci-Fi', 'Thriller']",Ryan Reynolds,Self/less ,57674,17847,Sandra Ellis Lafferty,0,cancer|elderly man|funeral|medical|transhumanism,http://www.imdb.com/title/tt2140379/?ref_=fn_tt_tt_1,126,English,USA,PG-13,26000000,2015,543,6.5,2.35,11000
Michael Hoffman,Boise State University,,85,118,97,437,Gerald McRaney,775,26761283,"['Drama', 'Romance']",Luke Bracey,The Best of Me ,43084,3197,Clarke Peters,0,adultery|based on novel|heart transplant|infidelity|protective male,http://www.imdb.com/title/tt1972779/?ref_=fn_tt_tt_1,99,English,USA,PG-13,26000000,2014,523,6.7,2.35,19000
Tate Taylor,University of Mississippi,,373,146,150,2000,Bryce Dallas Howard,15000,169705587,['Drama'],Emma Stone,The Help ,318955,23227,Mike Vogel,2,black servant|chocolate pie|jackson mississippi|maid|writing a novel,http://www.imdb.com/title/tt1454029/?ref_=fn_tt_tt_1,460,English,USA,PG-13,25000000,2011,3000,8.1,1.85,75000
Bill Condon,Columbia University ,,224,128,386,203,Peter Capaldi,19000,3254172,"['Biography', 'Drama', 'Thriller']",Benedict Cumberbatch,The Fifth Estate ,29282,36337,Jamie Blackley,1,computer hacker|internet|news leak|whistleblowing|wikileaks,http://www.imdb.com/title/tt1837703/?ref_=fn_tt_tt_1,105,English,USA,R,28000000,2013,17000,6.2,2.35,11000
Tim Story,University of Southern California,,146,99,167,460,Tika Sumpter,655,134141530,"['Action', 'Comedy', 'Crime', 'Romance']",Bruce McGill,Ride Along ,75903,2394,Bryan Callen,1,gunfight|outrunning explosion|police|security guard|street shootout,http://www.imdb.com/title/tt1408253/?ref_=fn_tt_tt_1,109,English,USA,PG-13,25000000,2014,521,6.2,2.35,0
Andy Fickman,University of Houston,,139,105,99,433,Gedde Watanabe,3000,77264926,"['Comedy', 'Family']",Bailee Madison,Parental Guidance ,21176,5740,Tom Everett Scott,5,chores|father figure|helicopter parents|in laws|punishment,http://www.imdb.com/title/tt1047540/?ref_=fn_tt_tt_1,107,English,USA,PG,25000000,2012,448,6.1,1.85,0
Ivan Reitman,Canada,,245,108,425,766,Greta Gerwig,20000,70625986,"['Comedy', 'Romance']",Natalie Portman,No Strings Attached ,168717,22739,Mindy Kaling,1,ex girlfriend|funeral|hospital|male objectification|summer camp,http://www.imdb.com/title/tt1411238/?ref_=fn_tt_tt_1,178,English,USA,R,25000000,2011,962,6.2,2.35,24000
Scott Hicks,Australia,,170,101,96,204,Riley Thomas Stewart,713,60443237,"['Drama', 'Romance']",Blythe Danner,The Lucky One ,76882,1852,Jay R. Ferguson,0,arrogance|child in peril|disarming someone|kennel|post traumatic stress disorder,http://www.imdb.com/title/tt1327194/?ref_=fn_tt_tt_1,106,English,USA,PG-13,25000000,2012,220,6.5,2.35,29000
Tyler Perry,NaN,,24,100,0,400,Tika Sumpter,975,52528330,"['Comedy', 'Drama']",Alicia Witt,A Madea Christmas ,4265,3202,Larry the Cable Guy,0,christmas|holiday|madea series|rural setting|stubbornness,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,27,English,USA,PG-13,25000000,2013,521,4.7,1.85,0
Joe Carnahan,"California State University, Sacramento",,408,117,248,726,Frank Grillo,14000,51533608,"['Action', 'Adventure', 'Drama', 'Thriller']",Liam Neeson,The Grey ,203111,16606,James Badge Dale,1,alaska|leadership|snow|survival|wilderness,http://www.imdb.com/title/tt1601913/?ref_=fn_tt_tt_1,755,English,USA,R,25000000,2011,798,6.8,2.35,32000
